File-nr,logatome,SAM-PA,diphone,language
1621,ATASTADAI,QatastadaI,st,DE
1622,ATAJSADAI,QatajzadaI,jz,DE
1623,ADAUTSCHADAI,QadaUtSa:daI,aUtS,DE
1624,ATTECHJADEU,QataCja:daU,Cj,DE
1625,ADÄHTADAI,QadE:tadaI,E:t,DE
1626,ATASCHSADAI,QataSsadaI,Ss,DE
1627,ATANSADAI,QatanzadaI,nz,DE
1628,DATASCHOHTADEU,da:taSo:tadOY,So:,DE
1629,ATAHEUTADEU,QatahOYtadOY,hOY,DE
1630,ADITSCHADAI,QadItSa:daI,ItS,DE
1631,ATALTADAI,QataltadaI,lt,DE
1632,ATÜERDADEU,Qaty:6dadOY,y:6,DE
1633,ATUERDADEU,QatU6dadOY,U6,DE
1634,ATAGCHADAI,QatagxadaI,gx,DE
1635,ATAAÖTTADAU,Qata:9tadaU,a:9,DE
1636,ATTECHETADEU,QatEC@tadOY,C@,DE
1637,DATAAEHTADEU,data:e:tadOY,a:e:,DE
1638,ADÖSSADAI,Qad9zadaI,9z,DE
1639,DATAFUHTADEU,da:tafu:tadOY,fu:,DE
1640,ATABLADEU,QatQabladOY,bl,DE
1641,ATAS ADAI,QatasQadaI,sQ,DE
1642,ATACHERTADEU,Qatax6tadOY,x6,DE
1643,APAKFADAU,Qapakfa:daU,kf,DE
1644,ATINGADEU,QatINda:daU,IN,DE
1645,ADA ADAI,QadaQadaI,aQ,DE
1646,ATEUERDADEU,QatOY6da:daU,OY6,DE
1647,PATANPFADAU,patanpfa:daU,npf,DE
1648,ATAPFWADAI,QatapfvadaI,pfv,DE
1649,ADOHTADAI,Qado:tadaI,o:t,DE
1650,PATATSCHFADAU,patatSfa:daU,tSf,DE
1651,DATAMUHTADEU,da:tamu:tadOY,mu:,DE
1652,ATARBADAI,QataRbadaI,Rb,DE
1653,PATÖPFADAU,pat9pfa:daU,9pf,DE
1654,ADISSADASCH,Qa:dIsadaS,S*,DE
1655,ATANÄTTADAU,QatanEtadaU,nE,DE
1656,PATTECHGADAU,patECgadaU,Cg,DE
1657,ADUBBADAI,QadUba:daI,Ub,DE
1658,ADOBBADAI,QadOba:daI,Ob,DE
1659,ATASAITADEU,QatazaItadOY,zaI,DE
1660,DATÖOHTADEU,dat2:o:tadOY,2:o:,DE
1661,ATARRADEU,QataRadOY,aR,DE
1662,ATALLERTADEU,Qatal6tadOY,l6,DE
1663,ATAJMADEU,Qatajma:daU,jm,DE
1664,PATANFADAU,patanfa:daU,nf,DE
1665,PATÖHKADAU,pat2:kadaU,2:k,DE
1666,DATTECHIEHTADEU,da:tECi:tadOY,Ci:,DE
1667,ATALNADEU,QatalnadOY,ln,DE
1668,ATTECHSCHADAI,QatECSadaI,CS,DE
1669,ATANGOTTADAU,QataNOtadaU,NO,DE
1670,ADIESCHADAI,Qadi:Sa:daI,i:S,DE
1671,ATATSCHÄHTADEU,QatatSE:tadOY,tSE:,DE
1672,ATTECHSCHADAI,QatECZadaI,CZ,DE
1673,ATEUNADEU,QatOYnadOY,OYn,DE
1674,ATASSCHADAI,QatasZadaI,sZ,DE
1675,PATAUPFADAU,pataUpfa:daU,aUpf,DE
1676,ATABAUTADEU,QatabaUtadOY,baU,DE
1677,DATALOHTADEU,datalo:tadOY,lo:,DE
1678,DATASUHTADEU,da:tazu:tadOY,zu:,DE
1679,DATUÜHTADEU,datu:y:tadOY,u:y:,DE
1680,ATABITTADAU,QatabItadaU,bI,DE
1681,ATACHNGADEU,QataxNadOY,xN,DE
1682,ATASCHÖTTADAU,QataS9tadaU,S9,DE
1683,ADISSADAPF,Qa:dIsadapf,pf*,DE
1684,ATÖITTADAU,Qat2:ItadaU,2:I,DE
1685,ATAPPERTADEU,Qatap6tadOY,p6,DE
1686,ATATSCHTADAI,QatatStadaI,tSt,DE
1687,ADÜHTZADAI,Qady:tsadaI,y:ts,DE
1688,ATAMTADAI,QatamtadaI,mt,DE
1689,ATAINGADEU,QataINadOY,aIN,DE
1690,DATATUHTADEU,datatu:tadOY,tu:,DE
1691,ATAWWERTADEU,Qatav6tadOY,v6,DE
1692,PATEWCHADAI,pa:t@vCadaI,vC,DE
1693,ATACHTADAI,QataxtadaI,xt,DE
1694,ATÖÖTTADAU,Qat2:9tadaU,2:9,DE
1695,ATASCHERTADEU,QataZ6tadOY,Z6,DE
1696,ADAIDADAU,QadaIdadaU,aId,DE
1697,ATATSCHSADAI,QatatSzadaI,tSz,DE
1698,DATACHÖHTADEU,da:tax2:tadOY,x2:,DE
1699,ATADSADAI,QatadsadaI,ds,DE
1700,DATASCHÄHTADEU,da:taSE:tadOY,SE:,DE
1701,ATAWPADAI,QatavpadaI,vp,DE
1702,ADIEBDADAI,Qadi:badaI,i:b,DE
1703,ADETCHADAI,Qad@tCadaI,tC,DE
1704,ATA AUTANEU,QataQaUtanOY,QaU,DE
1705,ATIEÖTTADAU,Qati:9tadaU,i:9,DE
1706,ADASCHADAI,QadaSa:daI,aS,DE
1707,ADAHTSCHADAI,Qada:tSa:daI,a:tS,DE
1708,ADEMCHADEU,Qa:d@mCadOY,mC,DE
1709,ADISSADDI,Qa:dIsadI,I*,DE
1710,ATASJADEU,QatazjadOY,zj,DE
1711,ATAPFSADAI,QatapfzadaI,pfz,DE
1712,PATIEFADAU,pati:fa:daU,i:f,DE
1713,ADESCHCHADAI,QadEZCadaI,ZC,DE
1714,ADESCHADAI,QadEsCadaI,sC,DE
1715,ATÖHADEU,Qat2:hadOY,2:h,DE
1716,ATEEÜTTADAU,Qa:te:YtadaU,e:Y,DE
1717,ADEDCHADAI,Qad@dCadaI,dC,DE
1718,ADEESCHADAI,Qade:Sa:daI,e:S,DE
1719,ADAUTADAI,QadaUtadaI,aUt,DE
1720,ATAMSADAI,QatamzadaI,mz,DE
1721,ADESCHADAI,QadEzCadaI,zC,DE
1722,PATASTSADAU,patastsadaU,sts,DE
1723,ADENCHADEU,a:d@nCadOY,nC,DE
1724,DATABÖHTADEU,da:tab2:tadOY,b2:,DE
1725,ADISCHADAI,QadIZadaI,IZ,DE
1726,CHADISADAI,Ca:dizadaI,*C,DE
1727,ATÄÜTTADAU,QatEYtadaU,EY,DE
1728,DATAUOHTADEU,da:taUo:tadOY,aUo:,DE
1729,ATATMADEU,Qatatma:daU,tm,DE
1730,PATEKCHADAU,pa:t@kCadaU,kC,DE
1731,PATATFADAU,pata:tfa:daU,tf,DE
1732,DATEEIETADEU,date:i:tadOY,e:i:,DE
1733,ATASÖTTADAU,Qatas9tadaU,s9,DE
1734,ATOOUTTADAU,Qato:UtadaU,o:U,DE
1735,ATASCHEUTADEU,QataZOYtadOY,ZOY,DE
1736,ATASCHSCHADAI,QataSZadaI,SZ,DE
1737,ATABTSADAU,QatQabtsadaU,bts,DE
1738,ATALOTTADAU,QatalOtadaU,lO,DE
1739,DATAGÜHTADEU,da:ta:gy:tadOY,gy:,DE
1740,ATASCHHADEU,QataZhadOY,Zh,DE
1741,ATASITTADAU,QatasItadaU,sI,DE
1742,DATABIEHTADEU,da:tabi:tadOY,bi:,DE
1743,PATTERGADAU,pat6gadaU,6g,DE
1744,ADETZCHADAI,QadEtsCadaI,tsC,DE
1745,APBADAI,Qapba:daI,pb,DE
1746,ADÖTTADAI,Qad9tadaI,9t,DE
1747,ATAIMADEU,QataIma:daU,aIm,DE
1748,PATEFCHADAU,pa:t@fCadaU,fC,DE
1749,ADOHTZADEI,Qado:tsadaI,o:ts,DE
1750,ATTERRADEU,Qat6RadOY,6R,DE
1751,ATAPTADAI,QataptadaI,pt,DE
1752,ADOHTSCHADAI,Qado:tSa:daI,o:tS,DE
1753,ATATSCHÖHTADEU,QatatS2:tadOY,tS2:,DE
1754,ATANCHADAI,QatanxadaI,nx,DE
1755,ADEPCHADAI,Qad@pCadaI,pC,DE
1756,ATAGSADAI,QatagsadaI,gs,DE
1757,ADEBCHADAI,Qad@bCadaI,bC,DE
1758,ATASBADAI,Qatasba:daI,sb,DE
1759,ATAMLADEU,Qatamla:daU,ml,DE
1760,ATAFSCHADAI,QatafSa:daI,fS,DE
1761,ADUSSADAI,QadUzadaI,Uz,DE
1762,ADÜTTADAI,QadYtadaI,Yt,DE
1763,DATASCHUHTADEU,da:taSu:tadOY,Su:,DE
1764,DATAIEHTADEU,dataIe:tadOY,aIe:,DE
1765,DATADOHTADEU,da:tado:tadOY,do:,DE
1766,ADENGCHADEU,Qa:dENCadOY,NC,DE
1767,ATAK ADAI,QatakQadaI,kQ,DE
1768,ATATSCHÜTTADAU,QatatSYtadaU,tSY,DE
1769,ATANDADAI,QatandadaI,nd,DE
1770,ADETSCHCHADAI,QadEtSCadaI,tSC,DE
1771,ATATZCHADAI,QatatsxadaI,tsx,DE
1772,ATIEEDADEU,Qati:@da:daU,i:@,DE
1773,ATÜLLADEU,QatYla:daU,Yl,DE
1774,ADIBBADAI,QadIba:daI,Ib,DE
1775,DATIEOHTADEU,dati:o:tadOY,i:o:,DE
1776,DATAFOHTADEU,da:tafo:tadOY,fo:,DE
1777,PATEGCHADAU,pat@gCadaU,gC,DE
1778,ADÖTZADAI,Qad9tsadaI,9ts,DE
1779,ADEPFCHADAI,Qad@pfCadaI,pfC,DE
1780,ATASCHAUTADEU,QataZaUtadOY,ZaU,DE
1781,DATAWIEHTADEU,da:tavi:tadOY,vi:,DE
1782,ATASLADEU,Qatasla:daU,sl,DE
1783,ATACHAITADEU,QataxaItadOY,xaI,DE
1784,ATANLADEU,Qatanla:daU,nl,DE
1785,DATANEHTADEU,da:tane:tadOY,ne:,DE
1786,ATAIUTTADAU,QataIUtadaU,aIU,DE
1787,ATTECH ADAI,QatECQadaI,CQ,DE
1788,ATAPFADAI,Qatapfa:daI,pf,DE
1789,ATÜOTTADAU,QatYOtadaU,YO,DE
1790,ATAPFJADEU,Qatapfja:daU,pfj,DE
1791,DATAGOHTADEU,da:ta:go:tadOY,go:,DE
1792,ADAHTADEI,Qada:tadaI,a:t,DE
1793,ATAJÄTTADAU,QatajEtadaU,jE,DE
1794,ADO ADAI,QadOQadaI,OQ,DE
1795,DATAHAHTADEU,da:taha:tadOY,ha:,DE
1796,ADUHPADAI,Qadu:padaI,u:p,DE
1797,ATATJADEU,Qata:tja:daU,tj,DE
1798,ATTETSCHADAI,Qat@tSadaI,@tS,DE
1799,ADÖBBADAI,Qad9badaI,9b,DE
1800,ADÄWWADAI,QadEvadaI,Ev,DE
1801,ATANGATTADAU,QataNatadaU,Na,DE
1802,TSCHADISADAU,tSa:dizadaU,*tS,DE
1803,ATASCHHADEU,QataShadOY,Sh,DE
1804,DATAGAHTADEU,da:ta:ga:tadOY,ga:,DE
1805,ATAPÄHTADEU,QatapE:tadOY,pE:,DE
1806,ADEUWADAI,QadOYvadaI,OYv,DE
1807,ADUHTZADAI,Qadu:tsadaI,u:ts,DE
1808,PATASKADAU,pataskadaU,sk,DE
1809,ADISCHADAI,Qa:dISa:daI,IS,DE
1810,DATAMIEHTADEU,da:tami:tadOY,mi:,DE
1811,ATUHJADEU,Qatu:ja:daU,u:j,DE
1812,ATÄATTADAU,QatEatadaU,Ea,DE
1813,DATATZOHTADEU,datatso:tadOY,tso:,DE
1814,ATÜEDADEU,QatY@da:daU,Y@,DE
1815,ATAJERTADEU,Qataj6tadOY,j6,DE
1816,ATATSCHAHTADEU,QatatSa:tadOY,tSa:,DE
1817,ATOHNADEU,Qato:nadOY,o:n,DE
1818,ADOTTADAI,QadOtadaI,Ot,DE
1819,ADOHBADAI,Qado:ba:daI,o:b,DE
1820,ATARDADAI,QataRdadaI,Rd,DE
1821,ATASSADAI,QatazsadaI,zs,DE
1822,DATARUHTADEU,dataRu:tadOY,Ru:,DE
1823,ATTECHÖTTADAU,QatEC9tadaU,C9,DE
1824,DATANOHTADEU,da:tano:tadOY,no:,DE
1825,ATAPGADAU,QatapgadaU,pg,DE
1826,ATAGATTADAU,QatagatadaU,ga,DE
1827,ATACHITTADAU,QataxItadaU,xI,DE
1828,ATASDADAI,QatazdadaI,zd,DE
1829,DATASIEHTADEU,da:tazi:tadOY,zi:,DE
1830,ADAUTZADAI,QadaUtsadaI,aUts,DE
1831,ADESCHCHADAI,adESCadaI,SC,DE
1832,ADEUBADAI,QadOYba:daI,OYb,DE
1833,PATAGFADAU,patagfadaU,gf,DE
1834,ATASCHLADEU,QataSla:daU,Sl,DE
1835,ADISSADDA,Qa:dIsada,a*,DE
1836,ATA IEHTADEU,QataQi:tadOY,Qi:,DE
1837,ADOCHADAI,QadOxadaI,Ox,DE
1838,PATACHPFADAU,pataxpfa:daU,xpf,DE
1839,DATATHÕTADEU,dataTo~tadOY,To~,DE
1840,ATABOUDEU,Qatab@UdOY,b@U,ENG/FR
1841,ATAPEIDEU,QatapEIdOY,pEI,ENG
1842,ATILLADEU,QatILadOY,IL,ENG
1843,ATTERLADEU,Qat6LadOY,6L,ENG
1844,DATATHËTADEU,dataTE~tadOY,TE~,ENG
1845,DATATHÃTADEU,dataTa~tadOY,Ta~,ENG/FR
1846,ATATHWADAI,QataDvadaI,Dv,ENG/FR
1847,ATALAITADEU,QataLaItadOY,LaI,ENG
1848,ATAHWADAI,QatahwadaI,hw,ENG
1849,ATATHWADAI,QataTwadaI,Tw,ENG
1850,ADÖHTHADAI,Qad2:TadaI,2:T,ENG/ENG
1851,ATABTHADAI,QatabDadaI,bD,ENG
1852,ATAHOUTEU,Qatah@UtOY,h@U,ENG
1853,ATALEITADEU,QataLEItadOY,LEI,ENG
1854,ATALTHADAI,QatalDadaI,lD,ENG/ENG
1855,ATAPTHADAI,QatapDadaI,pD,ENG
1856,DATEIAHTADEU,datEIa:tadOY,EIa:,ENG
1857,ADAIWADAI,QadaIwadaI,aIw,ENG
1858,ADIETHADAI,Qadi:TadaI,i:T,ENG
1859,DATATHEHTADEU,dataDe:tadOY,De:,ENG
1860,ATANEITADEU,QatanEItadOY,nEI,ENG
1861,ATAWHADEU,QatawhadOY,wh,ENG
1862,ADISSADAL,QadIsadaL,L*,ENG
1863,DATAREHTADEU,da:tare:tadOY,re:,ENG
1864,ADISSADATH,QadIsadaT,T*,ENG
1865,ATALLERTADEU,QataL6tadOY,L6,ENG
1866,ATAPWADAI,QatapwadaI,pw,ENG
1867,ATASTHADAI,QatasDadaI,sD,ENG
1868,ATAWSADAI,QatawsadaI,ws,ENG
1869,DATATHUHTADEU,dataDu:tadOY,Du:,ENG
1870,ATATHNADEU,QataDnadOY,Dn,ENG
1871,ATASTHADAI,QatazTadaI,zT,ENG
1872,ATAHLADEU,Qata:LadOY,a:L,ENG
1873,ATACHLADEU,QataxLadOY,xL,ENG
1874,ATEIERTADEU,QatEI6tadOY,EI6,ENG
1875,ADISSADEI,QadIsadEI,EI*,ENG
1876,ATAWRADEU,QatawradOY,wr,ENG
1877,ATALTSCHADAU,QataLtSadaU,LtS,ENG/ENG
1878,ATA EITANEU,QataQEItanOY,QEI,ENG
1879,ATEIJADEU,QatEIjadOY,EIj,ENG
1880,DATALOHTADEU,dataLo:tadOY,Lo:,ENG
1881,ATACHOUTADEU,Qatax@UtadOY,x@U,ENG
1882,ATTETHADAI,Qat@TadaI,@T,ENG
1883,ATAR ADAI,QatarQadaI,rQ,ENG
1884,ATARCHADEU,QatarxadOY,rx,ENG
1885,ADOHTHADAI,Qado:DadaI,o:D,ENG
1886,ATALNADEU,QataLnadOY,Ln,ENG
1887,ATATHCHADAI,QataDxadaI,Dx,ENG
1888,ATARSCHADAI,QatarSadaI,rS,ENG
1889,ATTECHTHADAI,QatECTadaI,CT,ENG
1890,ATALAUTADEU,QataLaUtadOY,LaU,ENG
1891,ATALRADEU,Qata:lra:daU,lr,ENG
1892,ADITHADAI,QadIDadaI,ID,ENG
1893,ATEIRADEU,QatEIradOY,EIr,ENG
1894,APAKTHADAI,QapakDadaI,kD,ENG/ENG
1895,ATAREUTADEU,QatarOYtadOY,rOY,ENG
1896,ADÜHTHADEI,Qady:TadaI,y:T,ENG
1897,ATAGLADEU,QatagLadOY,gL,ENG
1898,ADOWWADAI,QadaOwadaI,Ow,ENG
1899,ATEINADEU,QatEInadOY,EIn,ENG
1900,ATAHRADEU,Qata:ra:daU,a:r,ENG
1901,ATEELADEU,Qate:LadOY,e:L,ENG
1902,DATARÖHTADEU,da:tar2:tadOY,r2:,ENG
1903,ADIWWADAI,QadIwadaI,Iw,ENG
1904,DATAWIEHTADEU,datawi:tadOY,wi:,ENG
1905,ATALWADAI,QataLwadaI,Lw,ENG
1906,ATAJLADEU,QatajLadOY,jL,ENG/ENG
1907,ADOUSADAI,Qad@UsadaI,@Us,ENG
1908,ATARRADEU,QatarRdOY,rR,ENG
1909,PATATHTSADAU,pataTtsadaU,Tts,ENG
1910,ATATHPADAI,QataDpadaI,Dp,ENG
1911,ADATHADAI,QadaDadaI,aD,ENG
1912,ATABLADEU,QatabLadOY,bL,ENG
1913,ATAMLADEU,QatamLadOY,mL,ENG
1914,ATADWADAI,QatadwadaI,dw,ENG
1915,ATOUÄTTADAU,Qat@UEtadaU,@UE,ENG
1916,ATALRADEU,QataLradOY,Lr,ENG
1917,ATASWADAI,QataswadaI,sw,ENG/ENG
1918,PATAWTSADAU,patawtsadaU,wts,ENG
1919,ADEISADAI,QadEIzadaI,EIz,ENG
1920,ATAROTTADAU,QatarOtadaU,rO,ENG
1921,ATARRETADEU,Qatar@tadOY,r@,ENG
1922,ATAWAITADEU,QatawaItadOY,waI,ENG
1923,ATALEITADEU,QatalEItadOY,lEI,ENG
1924,ATATSCHWADAI,QatatSwadaI,tSw,ENG
1925,DATARUHTADEU,da:taru:tadOY,ru:,ENG
1926,ATARTHADAI,QatarDadaI,rD,ENG
1927,ATASRADEU,QatazradOY,zr,ENG/ENG
1928,ADEITSCHADAI,QadEItSadaI,EItS,ENG
1929,ADOUCHADAI,Qad@UxadaI,@Ux,ENG
1930,ATAGTHADAI,QatagTadaI,gT,ENG
1931,ATATHITTADAU,QataTItadaU,TI,ENG
1932,ADAHTHADEI,Qada:TadaI,a:T,ENG
1933,DATEIÜHTADEU,datEIy:tadOY,EIy:,ENG
1934,ATALWADAI,QatalwadaI,lw,ENG
1935,ATARHADEU,QatarhadOY,rh,ENG
1936,ADISSADAR,QadIsadar,r*,ENG
1937,ATANOUTADEU,Qatan@UtadOY,n@U,ENG
1938,ATATSCHEITEU,QatatSEItOY,tSEI,ENG
1939,ADOUSCHADAI,Qad@USadaI,@US,ENG
1940,ATALBADAI,QataLbadaI,Lb,ENG
1941,ADOUWADAI,Qad@UvadaI,@Uv,ENG
1942,ATOULADEU,Qat@ULadOY,@UL,ENG
1943,ATAMWADAI,QatamwadaI,mw,ENG/ENG
1944,ATARAITADEU,QataraItadOY,raI,ENG
1945,ADOUTHADAI,Qad@UTadaI,@UT,ENG
1946,ATATHSADAI,QataDzadaI,Dz,ENG/ENG
1947,ATAL ADAI,QataLQadaI,LQ,ENG
1948,ATEIHADEU,QatEIhadOY,EIh,ENG
1949,ADOUTSCHADAI,Qad@UtSadaI,@UtS,ENG
1950,ATARTHADAI,QatarTadaI,rT,ENG
1951,ADÜHTHADAI,Qady:DadaI,y:D,ENG/ENG
1952,ADÖTHADEI,Qad9TadaI,9T,ENG
1953,APAKWADAI,QapakwadaI,kw,ENG
1954,APAKOUTEU,Qapak@UtOY,k@U,ENG
1955,DATAWÜHTADEU,datawy:tadOY,wy:,ENG
1956,ATARÖTTADAU,Qatar9tadaU,r9,ENG
1957,ATASOUTEU,Qataz@UtOY,z@U,ENG
1958,ATARÄTTADAU,QatarEtadaU,rE,ENG
1959,ATATHEITADEU,QataTEItadOY,TEI,ENG
1960,ATARLADEU,QatarLadOY,rL,ENG/ENG
1961,ADEITADAI,QadEItadaI,EIt,ENG/ENG
1962,ATASRADEU,Qatasra:daU,sr,ENG
1963,DATATHAHTADEU,dataTa:tadOY,Ta:,ENG
1964,ATATHDADAI,QataDdadaI,Dd,ENG
1965,PATAWFADAU,patawfadaU,wf,ENG
1966,ADUWWADAI,QadUwadaI,Uw,ENG
1967,DATARÜHTADEU,da:tary:tadOY,ry:,ENG
1968,ATATSCHOUTEU,QatatS@UtOY,tS@U,ENG
1969,ATALHADEU,QataLhadOY,Lh,ENG
1970,ATAWJADEU,QatawjadOY,wj,ENG
1971,ADOU ADAI,Qad@UQadaI,@UQ,ENG
1972,PATEIGADAU,patEIgadaU,EIg,ENG
1973,DATALÜHTADEU,dataLy:tadOY,Ly:,ENG
1974,ATALITTADAU,QataLItadaU,LI,ENG
1975,*OUTATADAI,@UtatadaI,*@U,ENG
1976,ADAUTHADAI,QadaUDadaI,aUD,ENG
1977,DATATHOHTADEU,dataDo:tadOY,Do:,ENG
1978,ATANTHADAI,QatanDadaI,nD,ENG
1979,ATÖHLADEU,Qat2:LadOY,2:L,ENG
1980,ATÜRRADEU,QatYra:daU,Yr,ENG
1981,ATALDADAI,QataLdadaI,Ld,ENG
1982,ATEIÖTTADAU,QatEI9tadaU,EI9,ENG
1983,ATOUERTADEU,Qat@U6tadOY,@U6,ENG
1984,ADEISCHADAI,QadEISadaI,EIS,ENG
1985,ATAWTHADAI,QatawDadaI,wD,ENG
1986,ADEIWADAI,QadEIwadaI,EIw,ENG/ENG
1987,ADÖHWADAI,Qad2:wadaI,2:w,ENG/ENG
1988,ATAROUTADEU,QataR@UtadOY,R@U,ENG
1989,DATATHIEHTADEU,dataDi:tadOY,Di:,ENG
1990,PATARKADAU,patarkadaU,rk,ENG
1991,ATASCHWADAI,QataZwadaI,Zw,ENG
1992,ADÄWWADAI,QadEwadaI,Ew,ENG
1993,ATAWOTTADAU,QatawOtadaU,wO,ENG
1994,PATATHGADAU,pataTgadaU,Tg,ENG
1995,ATAJWADAI,QatajwadaI,jw,ENG
1996,DATALEHTADEU,dataLe:tadOY,Le:,ENG
1997,ATEENGADEU,Qate:NadOY,e:N,ENG
1998,ATEURADEU,QatOYradOY,OYr,DE
1999,ATALOUTADEU,Qatal@UtadOY,l@U,ENG
2000,ATAGEITEU,QatagEItOY,gEI,ENG
2001,ATABEIDEU,QatabEIdOY,bEI,ENG
2002,ATARAUTADEU,QataraUtadOY,raU,ENG
2003,ATUHRADEU,Qatu:ra:daU,u:r,ENG
2004,ATAPFLADEU,QatapfLadOY,pfL,ENG
2005,ATIERADEU,Qati:ra:daU,i:r,ENG
2006,ATATWADAI,QatatwadaI,tw,ENG
2007,ATAPFTHADAI,QatapfTadaI,pfT,ENG
2008,ATALWADAI,QataLvadaI,Lv,ENG
2009,ATAURADEU,QataUra:daU,aUr,ENG
2010,ATAMRADEU,Qatamra:daU,mr,ENG
2011,PATARFADAU,patarfadaU,rf,ENG
2012,ATATHBADAI,QataTbadaI,Tb,ENG
2013,ATALTHTADAI,QataLTadaI,LT,ENG
2014,ATABRADEU,QatabradOY,br,ENG/ENG
2015,ATATSCHTHADAI,QatatSDadaI,tSD,ENG
